year,district.name,district.id,party.code,party,total,votes.redovni,votes.postom,votes.odsustvo.mobilni.tim,votes.potvrdeni,percentage,seats,minority,minority.elected
2012,Teslic,74,1627,NAPREDNA SRPSKA SRPSKA RADIKALNA I SRPSKA NAPREDNA STRANKA,325,325,0,0,0,"1,44",0,,
2012,Teslic,74,279,PARTIJA UJEDINJENIH PENZIONERA,261,260,1,0,0,"1,16",0,,
2012,Teslic,74,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,153,53,100,0,0,"0,68",0,,
2012,Teslic,74,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,108,108,0,0,0,"0,48",0,,
2012,Teslic,74,502,NARODNA STRANKA RADOM ZA BOLJITAK,92,72,1,19,0,"0,41",0,,
2012,Teslic,74,1269,RADNICKA PARTIJA,69,69,0,0,0,"0,31",0,,
2012,Teslic,74,1379,PRANJIC JURO - NEOVISNI KANDIDAT,36,28,8,0,0,"0,16",0,,
2012,Teslic,74,366,HSS-NHI,29,21,8,0,0,"0,13",0,,
2012,Teslic,74,1375,SKREBIC MILANKO - NEZAVISNI KANDIDAT,22,22,0,0,0,"0,10",0,,
2012,Teslic,74,1241,HSP HERCEG-BOSNE,13,10,3,0,0,"0,06",0,,
2012,Teslic,74,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,6,6,0,0,0,"0,03",0,,
2012,Teslic,74,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,5,5,0,0,0,"0,02",0,,
2012,Teslic,74,1322,GAVRIC JULIJANA - NEZAVISNI KANDIDAT,4,4,0,0,0,"0,02",0,,
2012,Zepce,75,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,4538,4483,19,35,1,"37,65",10,,
2012,Zepce,75,90,SDA-STRANKA DEMOKRATSKE AKCIJE,3125,3089,29,4,3,"25,93",7,,
2012,Zepce,75,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,1240,1237,0,3,0,"10,29",3,,
2012,Zepce,75,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1106,1099,7,0,0,"9,18",3,,
2012,Zepce,75,4,STRANKA ZA BOSNU I HERCEGOVINU,634,620,13,0,1,"5,26",1,,
2012,Zepce,75,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,601,598,2,1,0,"4,99",1,,
2012,Zepce,75,502,NARODNA STRANKA RADOM ZA BOLJITAK,351,350,0,1,0,"2,91",0,,
2012,Zepce,75,1241,HSP HERCEG-BOSNE,204,204,0,0,0,"1,69",0,,
2012,Zepce,75,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,183,182,0,1,0,"1,52",0,,
2012,Zepce,75,1438,HASAGIC MUHAREM - NEZAVISNI KANDIDAT,36,34,2,0,0,"0,30",0,,
2012,Zepce,75,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,32,32,0,0,0,"0,27",0,,
2012,Zepce,75,49,ZAVICAJNI SOCIJALDEMOKRATI MILE MARCETA,4,4,0,0,0,"0,03",0,,
2012,Zavidovici,77,90,SDA-STRANKA DEMOKRATSKE AKCIJE,6172,6108,19,45,0,"33,83",11,,
2012,Zavidovici,77,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,3692,3662,18,12,0,"20,24",7,,
2012,Zavidovici,77,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,2407,2392,8,6,1,"13,19",4,,
2012,Zavidovici,77,4,STRANKA ZA BOSNU I HERCEGOVINU,1908,1901,3,4,0,"10,46",4,,
2012,Zavidovici,77,502,NARODNA STRANKA RADOM ZA BOLJITAK,1219,1216,0,3,0,"6,68",2,,
2012,Zavidovici,77,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,689,680,1,8,0,"3,78",1,,
2012,Zavidovici,77,882,A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,509,505,0,4,0,"2,79",0,,
2012,Zavidovici,77,1285,NEZAVISNA LISTA - ZA MOJ GRAD,475,470,0,5,0,"2,60",0,,
2012,Zavidovici,77,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,438,435,0,3,0,"2,40",0,,
2012,Zavidovici,77,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,368,362,4,2,0,"2,02",0,,
2012,Zavidovici,77,1,BPS-SEFER HALILOVIC,196,195,0,1,0,"1,07",0,,
2012,Zavidovici,77,20,GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,109,108,0,1,0,"0,60",0,,
2012,Zavidovici,77,28,DEMOKRATSKA NARODNA ZAJEDNICA BIH - DNZ BIH,56,54,0,2,0,"0,31",0,,
2012,Zavidovici,77,49,ZAVICAJNI SOCIJALDEMOKRATI MILE MARCETA,7,5,0,2,0,"0,04",0,,
2012,Banovici,78,90,SDA-STRANKA DEMOKRATSKE AKCIJE,11312,11251,8,53,0,"73,48",17,,
2012,Banovici,78,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,3003,2989,3,11,0,"19,51",4,,
2012,Banovici,78,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,688,685,2,1,0,"4,47",1,,
2012,Banovici,78,4,STRANKA ZA BOSNU I HERCEGOVINU,299,296,1,2,0,"1,94",0,,
2012,Banovici,78,1,BPS-SEFER HALILOVIC,73,73,0,0,0,"0,47",0,,
2012,Banovici,78,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,19,18,1,0,0,"0,12",0,,
2012,Banovici,78,27966,MEHIC MEHMED - NEZAVISNI KANDIDAT,19,19,0,0,0,-,1,y,y
2012,Zivinice,79,90,SDA-STRANKA DEMOKRATSKE AKCIJE,8304,8240,23,40,1,"26,46",9,,
2012,Zivinice,79,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,6982,6941,8,33,0,"22,24",7,,
2012,Zivinice,79,882,A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,2833,2807,8,18,0,"9,03",3,,
2012,Zivinice,79,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,2655,2628,20,7,0,"8,46",3,,
2012,Zivinice,79,866,SUND BIH,2596,2565,16,11,4,"8,27",3,,
2012,Zivinice,79,4,STRANKA ZA BOSNU I HERCEGOVINU,1754,1745,6,3,0,"5,59",2,,
2012,Zivinice,79,502,NARODNA STRANKA RADOM ZA BOLJITAK,1710,1708,0,2,0,"5,45",2,,
2012,Zivinice,79,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,1300,1294,2,4,0,"4,14",1,,
2012,Zivinice,79,1,BPS-SEFER HALILOVIC,981,978,3,0,0,"3,13",1,,
2012,Zivinice,79,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,876,867,1,8,0,"2,79",0,,
2012,Zivinice,79,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,778,771,3,4,0,"2,48",0,,
2012,Zivinice,79,1252,SNAGA EKONOMSKOG POKRETA U BIH,236,236,0,0,0,"0,75",0,,
2012,Zivinice,79,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,196,193,0,3,0,"0,62",0,,
2012,Zivinice,79,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,100,98,0,2,0,"0,32",0,,
2012,Zivinice,79,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,61,61,0,0,0,"0,19",0,,
2012,Zivinice,79,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,14,14,0,0,0,"0,04",0,,
2012,Zivinice,79,18,SDS-SRPSKA DEMOKRATSKA STRANKA,8,8,0,0,0,"0,03",0,,
2012,Zivinice,79,1405,BESLIJA VAHID - NEZAVISNI KANDIDAT,2,2,0,0,0,"0,01",0,,
2012,Zivinice,79,1177,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1,1,0,0,0,"0,00",0,,
2012,Zivinice,79,1410,ZENUNOVIC RIFAT - NEZAVISNI KANDIDAT,0,0,0,0,0,"0,00",0,,
2012,Kalesija,80,90,SDA-STRANKA DEMOKRATSKE AKCIJE,5169,5059,78,29,3,"30,23",8,,
2012,Kalesija,80,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,3711,3684,16,11,0,"21,70",6,,
2012,Kalesija,80,502,NARODNA STRANKA RADOM ZA BOLJITAK,1575,1570,2,3,0,"9,21",3,,
2012,Kalesija,80,1,BPS-SEFER HALILOVIC,1509,1493,11,5,0,"8,83",2,,
2012,Kalesija,80,4,STRANKA ZA BOSNU I HERCEGOVINU,1318,1302,13,3,0,"7,71",2,,
2012,Kalesija,80,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,1068,1043,24,1,0,"6,25",2,,
2012,Kalesija,80,1252,SNAGA EKONOMSKOG POKRETA U BIH,803,800,3,0,0,"4,70",1,,
2012,Kalesija,80,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,741,739,2,0,0,"4,33",1,,
2012,Kalesija,80,882,A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,734,733,0,1,0,"4,29",1,,
2012,Kalesija,80,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,280,280,0,0,0,"1,64",0,,
2012,Kalesija,80,866,SUND BIH,123,123,0,0,0,"0,72",0,,
2012,Kalesija,80,1230,MEVLUDIN IKANOVIC - NEZAVISNI KANDIDAT,30,30,0,0,0,"0,18",0,,
2012,Kalesija,80,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,22,22,0,0,0,"0,13",0,,
2012,Kalesija,80,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,9,8,0,1,0,"0,05",0,,
2012,Kalesija,80,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,6,6,0,0,0,"0,04",0,,
2012,Kalesija,80,1489,HERIC NURIF - NEZAVISNI KANDIDAT,0,0,0,0,0,"0,00",0,,
2012,Kalesija,80,37501,SULJKANOVIC MEHMED - 40 GRADANA,117,117,0,0,0,-,1,,
2012,Kalesija,80,9829,OMEROVIC MIRSAD - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,96,96,0,0,0,-,0,,
2012,Kalesija,80,37498,BAJRAMI FADIL - NEZAVISNI KANDIDAT,65,63,2,0,0,-,0,,
2012,Kalesija,80,20683,ALIMANOVIC MUSTAFA - SDA-STRANKA DEMOKRATSKE AKCIJE,63,63,0,0,0,-,0,,
2012,Kalesija,80,29778,HASANOVIC RUSMIR - GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,18,17,0,1,0,-,0,,
2012,Osmaci,81,90,SDA-STRANKA DEMOKRATSKE AKCIJE,503,380,42,74,7,"18,95",3,,
2012,Osmaci,81,18,SDS-SRPSKA DEMOKRATSKA STRANKA,471,432,20,12,7,"17,75",3,,
2012,Osmaci,81,461,DNS-DEMOKRATSKI NARODNI SAVEZ,350,303,36,4,7,"13,19",2,,
2012,Osmaci,81,1592,POKRET ZA OSMAKE SNS-NDS,245,241,1,3,0,"9,23",2,,
2012,Osmaci,81,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,241,188,45,7,1,"9,08",1,,
2012,Osmaci,81,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,225,193,26,3,3,"8,48",1,,
2012,Osmaci,81,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,220,216,0,2,2,"8,29",1,,
2012,Osmaci,81,1186,NOVA SOCIJALISTICKA PARTIJA,201,191,3,4,3,"7,57",1,,
2012,Osmaci,81,74,SOCIJALISTICKA PARTIJA,171,170,0,1,0,"6,44",1,,
2012,Osmaci,81,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,26,21,2,3,0,"0,98",0,,
2012,Osmaci,81,16,SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE,1,0,0,0,1,"0,04",0,,
2012,Osmaci,81,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,0,0,0,0,0,"0,00",0,,
2012,Osmaci,81,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,0,0,0,0,0,"0,00",0,,
2012,Osmaci,81,1200,SRPSKA NAPREDNA STRANKA,0,0,0,0,0,"0,00",0,,
2012,Sapna ,82,90,SDA-STRANKA DEMOKRATSKE AKCIJE,1724,1690,20,12,2,"30,30",6,,
2012,Sapna ,82,1598,NEZAVISNA LISTA ISMET OMEROVIC,1198,1153,23,21,1,"21,06",5,,
2012,Sapna ,82,4,STRANKA ZA BOSNU I HERCEGOVINU,976,955,18,3,0,"17,16",4,,
2012,Sapna ,82,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,621,603,12,6,0,"10,92",2,,
2012,Sapna ,82,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,314,307,4,3,0,"5,52",1,,
2012,Sapna ,82,1252,SNAGA EKONOMSKOG POKRETA U BIH,291,291,0,0,0,"5,12",1,,
2012,Sapna ,82,1595,NEZAVISNA LISTA ZASEOK,210,208,0,1,1,"3,69",1,,
2012,Sapna ,82,1474,SULJIC SADIK - NEZAVISNI KANDIDAT,183,181,2,0,0,"3,22",1,,
2012,Sapna ,82,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,78,78,0,0,0,"1,37",0,,
2012,Sapna ,82,1233,RESUL HUSIC - NEZAVISNI KANDIDAT,68,67,0,1,0,"1,20",0,,
2012,Sapna ,82,882,A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,12,9,2,1,0,"0,21",0,,
2012,Sapna ,82,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,10,10,0,0,0,"0,18",0,,
2012,Sapna ,82,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,4,3,0,1,0,"0,07",0,,
2012,Sapna ,82,1,BPS-SEFER HALILOVIC,0,0,0,0,0,"0,00",0,,
2012,Sapna ,82,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,0,0,0,0,0,"0,00",0,,
2012,Zvornik,83,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,9074,9066,4,4,0,"29,65",11,,
2012,Zvornik,83,18,SDS-SRPSKA DEMOKRATSKA STRANKA,4620,4547,70,3,0,"15,10",6,,
2012,Zvornik,83,1588,NAPRIJED ZVORNIK - SNS,3712,3711,0,1,0,"12,13",4,,
2012,Zvornik,83,461,DNS-DEMOKRATSKI NARODNI SAVEZ,3609,3595,1,13,0,"11,79",4,,
2012,Zvornik,83,90,SDA-STRANKA DEMOKRATSKE AKCIJE,2587,2158,138,291,0,"8,45",3,,
2012,Zvornik,83,74,SOCIJALISTICKA PARTIJA,2086,2086,0,0,0,"6,82",2,,
2012,Zvornik,83,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,1229,1229,0,0,0,"4,02",1,,
2012,Zvornik,83,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,832,711,30,91,0,"2,72",0,,
2012,Zvornik,83,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,793,683,54,56,0,"2,59",0,,
2012,Zvornik,83,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,772,772,0,0,0,"2,52",0,,
2012,Zvornik,83,4,STRANKA ZA BOSNU I HERCEGOVINU,433,375,22,36,0,"1,41",0,,
2012,Zvornik,83,1348,PAZIN ALEKSANDAR - NEZAVISNI KANDIDAT,233,233,0,0,0,"0,76",0,,
2012,Zvornik,83,16,SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE,173,173,0,0,0,"0,57",0,,
2012,Zvornik,83,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,98,98,0,0,0,"0,32",0,,
2012,Zvornik,83,1186,NOVA SOCIJALISTICKA PARTIJA,88,88,0,0,0,"0,29",0,,
2012,Zvornik,83,882,A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,75,47,4,24,0,"0,25",0,,
2012,Zvornik,83,1,BPS-SEFER HALILOVIC,68,63,4,1,0,"0,22",0,,
2012,Zvornik,83,561,NARODNA DEMOKRATSKA STRANKA,45,45,0,0,0,"0,15",0,,
2012,Zvornik,83,1291,REFORMSKA STRANKA,18,17,0,1,0,"0,06",0,,
2012,Zvornik,83,879,EKOLOSKA PARTIJA REPUBLIKE SRPSKE,15,15,0,0,0,"0,05",0,,
2012,Zvornik,83,1486,SAVIC OZRENKA - NEZAVISNI KANDIDAT,5,5,0,0,0,"0,02",0,,
2012,Zvornik,83,20,GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,4,4,0,0,0,"0,01",0,,
2012,Zvornik,83,1451,STOJANOVIC MILKO - NEZAVISNI KANDIDAT,4,4,0,0,0,"0,01",0,,
2012,Zvornik,83,1252,SNAGA EKONOMSKOG POKRETA U BIH,3,1,0,2,0,"0,01",0,,
2012,Zvornik,83,1258,BANOVIC MIJO - NEZAVISNI KANDIDAT,3,3,0,0,0,"0,01",0,,
2012,Zvornik,83,1326,LUKIC VLADAN - NEZAVISNI KANDIDAT,3,3,0,0,0,"0,01",0,,
2012,Zvornik,83,1453,STEVANOVIC OBREN - NEZAVISNI KANDIDAT,3,3,0,0,0,"0,01",0,,
2012,Zvornik,83,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,2,2,0,0,0,"0,01",0,,
2012,Zvornik,83,992,NOVAKOVIC DRASKO - NEZAVISNI KANDIDAT,2,2,0,0,0,"0,01",0,,
2012,Zvornik,83,1279,MILANOVIC MIODRAG - NEZAVISNI KANDIDAT,2,2,0,0,0,"0,01",0,,
2012,Zvornik,83,1507,TOMIC MILOS - NEZAVISNI KANDIDAT,2,2,0,0,0,"0,01",0,,
2012,Zvornik,83,1510,JANKOVIC MLADENKA - NEZAVISNI KANDIDAT,2,2,0,0,0,"0,01",0,,
2012,Zvornik,83,1314,PETKOVIC RADOMIR - NEZAVISNI KANDIDAT,1,1,0,0,0,"0,00",0,,
2012,Zvornik,83,1394,SAVIC RADISLAV - NEZAVISNI KANDIDAT,1,0,0,1,0,"0,00",0,,
2012,Zvornik,83,1409,RISTANOVIC DALIBOR - NEZAVISNI KANDIDAT,1,1,0,0,0,"0,00",0,,
2012,Zvornik,83,1430,MILOVANOVIC BRANISLAV - NEZAVISNI KANDIDAT,1,1,0,0,0,"0,00",0,,
2012,Zvornik,83,1452,DEURIC NEBOJSA - NEZAVISNI KANDIDAT,1,1,0,0,0,"0,00",0,,
2012,Zvornik,83,1454,RADOVANOVIC SLAVKO - NEZAVISNI KANDIDAT,1,1,0,0,0,"0,00",0,,
2012,Zvornik,83,1492,LAZIC DRAGOSLAV - NEZAVISNI KANDIDAT,1,1,0,0,0,"0,00",0,,
2012,Zvornik,83,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,0,0,0,0,0,"0,00",0,,
2012,Zvornik,83,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,0,0,0,0,0,"0,00",0,,
2012,Zvornik,83,1299,GOTOVAC LAZAR - NEZAVISNI KANDIDAT,0,0,0,0,0,"0,00",0,,
2012,Zvornik,83,1349,RADIC SINISA - NEZAVISNI KANDIDAT,0,0,0,0,0,"0,00",0,,
2012,Zvornik,83,1371,NIKOLIC DRAGICA - NEZAVISNI KANDIDAT,0,0,0,0,0,"0,00",0,,
2012,Zvornik,83,1380,VASILJEVIC DORDE - NEZAVISNI KANDIDAT,0,0,0,0,0,"0,00",0,,
2012,Zvornik,83,1459,TODOROVIC DARKO - NEZAVISNI KANDIDAT,0,0,0,0,0,"0,00",0,,
2012,Zvornik,83,1481,RISTIC MARKO - NEZAVISNI KANDIDAT,0,0,0,0,0,"0,00",0,,
2012,Glamoc,85,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,642,584,28,30,0,"25,68",4,,
2012,Glamoc,85,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,297,287,3,7,0,"11,88",2,,
2012,Glamoc,85,90,SDA-STRANKA DEMOKRATSKE AKCIJE,296,251,39,6,0,"11,84",2,,
2012,Glamoc,85,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,266,173,83,7,3,"10,64",1,,
2012,Glamoc,85,74,SOCIJALISTICKA PARTIJA,175,156,4,15,0,"7,00",1,,
2012,Glamoc,85,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,170,162,8,0,0,"6,80",1,,
2012,Glamoc,85,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,154,150,1,3,0,"6,16",1,,
2012,Glamoc,85,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,121,119,2,0,0,"4,84",1,,
2012,Glamoc,85,5,HKDU BIH HRVATSKA KRSCANSKA DEMOKRATSKA UNIJA BIH,110,107,2,1,0,"4,40",1,,
2012,Glamoc,85,18,SDS-SRPSKA DEMOKRATSKA STRANKA,101,101,0,0,0,"4,04",1,,
2012,Glamoc,85,49,ZAVICAJNI SOCIJALDEMOKRATI MILE MARCETA,52,48,0,4,0,"2,08",0,,
2012,Glamoc,85,461,DNS-DEMOKRATSKI NARODNI SAVEZ,40,40,0,0,0,"1,60",0,,
2012,Glamoc,85,502,NARODNA STRANKA RADOM ZA BOLJITAK,39,38,0,1,0,"1,56",0,,
2012,Glamoc,85,1179,SAVEZ ZA DEMOKRATSKU SRPSKU - (SzDS),37,37,0,0,0,"1,48",0,,
2012,Sipovo,88,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,2893,2884,0,7,2,"42,39",8,,
2012,Sipovo,88,561,NARODNA DEMOKRATSKA STRANKA,1549,1534,2,13,0,"22,70",4,,
2012,Sipovo,88,461,DNS-DEMOKRATSKI NARODNI SAVEZ,986,982,0,4,0,"14,45",3,,
2012,Sipovo,88,18,SDS-SRPSKA DEMOKRATSKA STRANKA,733,728,0,5,0,"10,74",2,,
2012,Sipovo,88,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,519,518,0,1,0,"7,61",2,,
2012,Sipovo,88,74,SOCIJALISTICKA PARTIJA,78,76,0,2,0,"1,14",0,,
2012,Sipovo,88,90,SDA-STRANKA DEMOKRATSKE AKCIJE,66,40,12,14,0,"0,97",0,,
2012,Donji Vakuf,89,90,SDA-STRANKA DEMOKRATSKE AKCIJE,1917,1883,17,17,0,"28,24",6,,
2012,Donji Vakuf,89,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1535,1506,17,9,3,"22,61",5,,
2012,Donji Vakuf,89,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,1243,1226,5,10,2,"18,31",4,,
2012,Donji Vakuf,89,4,STRANKA ZA BOSNU I HERCEGOVINU,785,770,6,9,0,"11,56",2,,
2012,Donji Vakuf,89,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,684,679,2,3,0,"10,08",2,,
2012,Donji Vakuf,89,502,NARODNA STRANKA RADOM ZA BOLJITAK,214,210,1,3,0,"3,15",1,,
2012,Donji Vakuf,89,731,EKOLOSKA STRANKA E5 - ZELENI,181,179,0,1,1,"2,67",0,,
2012,Donji Vakuf,89,1,BPS-SEFER HALILOVIC,142,142,0,0,0,"2,09",0,,
2012,Donji Vakuf,89,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,53,52,1,0,0,"0,78",0,,
2012,Donji Vakuf,89,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,34,32,0,2,0,"0,50",0,,
2012,Donji Vakuf,89,17805,MUHELJIC SAFET - SDA-STRANKA DEMOKRATSKE AKCIJE,45,45,0,0,0,-,1,y,y
2012,Donji Vakuf,89,9950,PEDIC ALE - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,18,18,0,0,0,-,0,y,n
2012,Donji Vakuf,89,27350,KUNIC AIDA - NARODNA STRANKA RADOM ZA BOLJITAK,6,5,0,1,0,-,0,y,n
2012,Donji Vakuf,89,34820,ELKAZ SENAD - LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,4,4,0,0,0,-,0,y,n
2012,Donji Vakuf,89,37502,MUHELJIC SUADA - BPS-SEFER HALILOVIC,4,3,0,1,0,-,0,y,n
2012,Travnik,91,90,SDA-STRANKA DEMOKRATSKE AKCIJE,7852,7784,27,41,0,"34,93",11,,
2012,Travnik,91,1634,"HRVATSKA KOALICIJA ZA TRAVNIK (HDZ BIH, HDZ 1990, HSS-NHI)",4537,4424,87,25,1,"20,19",7,,
2012,Travnik,91,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,3517,3490,12,15,0,"15,65",5,,
2012,Travnik,91,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,2574,2553,14,7,0,"11,45",4,,
2012,Travnik,91,4,STRANKA ZA BOSNU I HERCEGOVINU,1153,1143,4,5,1,"5,13",2,,
2012,Travnik,91,1609,"HRVATSKA LISTA ZA TRAVNIK (HSS STJEPANA RADICA, HSP BIH)",1024,1017,6,1,0,"4,56",1,,
2012,Travnik,91,1615,SPU BIH - LDS BIH KOALICIJA ZA TRAVNIK,841,840,1,0,0,"3,74",1,,
2012,Travnik,91,502,NARODNA STRANKA RADOM ZA BOLJITAK,571,570,0,1,0,"2,54",0,,
2012,Travnik,91,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,220,218,1,1,0,"0,98",0,,
2012,Travnik,91,5,HKDU BIH HRVATSKA KRSCANSKA DEMOKRATSKA UNIJA BIH,89,89,0,0,0,"0,40",0,,
2012,Travnik,91,1254,NOVI POKRET BOSNE I HERCEGOVINE,79,78,1,0,0,"0,35",0,,
2012,Travnik,91,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,20,20,0,0,0,"0,09",0,,
2012,Zenica,93,90,SDA-STRANKA DEMOKRATSKE AKCIJE,16876,16806,42,26,2,"41,05",14,,
2012,Zenica,93,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,6758,6715,15,28,0,"16,44",6,,
2012,Zenica,93,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,5405,5380,11,14,0,"13,15",5,,
2012,Zenica,93,4,STRANKA ZA BOSNU I HERCEGOVINU,2206,2188,9,9,0,"5,37",2,,
2012,Zenica,93,1177,STRANKA ZA NAROD BOSNE I HERCEGOVINE,2147,2134,1,11,1,"5,22",2,,
2012,Zenica,93,1582,HDZ KOALICIJA ZA ZENICU,1496,1487,0,9,0,"3,64",1,,
2012,Zenica,93,502,NARODNA STRANKA RADOM ZA BOLJITAK,1142,1134,2,6,0,"2,78",0,,
2012,Zenica,93,882,A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,1120,1117,2,1,0,"2,72",0,,
2012,Zenica,93,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,1067,1057,3,7,0,"2,60",0,,
2012,Zenica,93,877,NASA STRANKA,696,690,5,1,0,"1,69",0,,
