year,district.name,district.id,party.code,party,total,votes.redovni,votes.postom,votes.odsustvo.mobilni.tim,votes.potvrdeni,percentage,seats,minority,minority.elected
2012,Gacko,164,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,1409,1408,0,1,0,"23,37",4,,
2012,Gacko,164,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,566,564,1,1,0,"9,39",2,,
2012,Gacko,164,1590,ZAJEDNO ZA GACKO,548,548,0,0,0,"9,09",1,,
2012,Gacko,164,69,SRPSKI POKRET OBNOVE REPUBLIKE SRPSKE,402,402,0,0,0,"6,67",1,,
2012,Gacko,164,1179,SAVEZ ZA DEMOKRATSKU SRPSKU - (SzDS),312,312,0,0,0,"5,18",1,,
2012,Gacko,164,1627,NAPREDNA SRPSKA SRPSKA RADIKALNA I SRPSKA NAPREDNA STRANKA,302,302,0,0,0,"5,01",1,,
2012,Gacko,164,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,190,189,0,0,1,"3,15",1,,
2012,Gacko,164,90,SDA-STRANKA DEMOKRATSKE AKCIJE,139,109,7,21,2,"2,31",0,,
2012,Gacko,164,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,114,113,0,1,0,"1,89",0,,
2012,Gacko,164,1378,SOJIC DRAGOSLAV - NEZAVISNI KANDIDAT,3,3,0,0,0,"0,05",0,,
2012,Foca (FBiH),165,90,SDA-STRANKA DEMOKRATSKE AKCIJE,382,371,7,4,0,"32,32",3,,
2012,Foca (FBiH),165,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,178,168,9,1,0,"15,06",2,,
2012,Foca (FBiH),165,502,NARODNA STRANKA RADOM ZA BOLJITAK,157,157,0,0,0,"13,28",1,,
2012,Foca (FBiH),165,1,BPS-SEFER HALILOVIC,109,107,1,1,0,"9,22",1,,
2012,Foca (FBiH),165,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,109,107,2,0,0,"9,22",1,,
2012,Foca (FBiH),165,4,STRANKA ZA BOSNU I HERCEGOVINU,88,85,3,0,0,"7,45",1,,
2012,Foca (FBiH),165,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,56,52,0,4,0,"4,74",1,,
2012,Foca (FBiH),165,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,55,53,0,2,0,"4,65",1,,
2012,Foca (FBiH),165,28,DEMOKRATSKA NARODNA ZAJEDNICA BIH - DNZ BIH,48,48,0,0,0,"4,06",0,,
2012,Foca (RS),166,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,2888,2860,0,28,0,"24,61",6,,
2012,Foca (RS),166,18,SDS-SRPSKA DEMOKRATSKA STRANKA,2187,2158,0,28,1,"18,64",5,,
2012,Foca (RS),166,1186,NOVA SOCIJALISTICKA PARTIJA,2052,2032,2,18,0,"17,49",5,,
2012,Foca (RS),166,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,1407,1397,0,9,1,"11,99",3,,
2012,Foca (RS),166,461,DNS-DEMOKRATSKI NARODNI SAVEZ,686,684,0,2,0,"5,85",2,,
2012,Foca (RS),166,90,SDA-STRANKA DEMOKRATSKE AKCIJE,620,436,17,167,0,"5,28",1,,
2012,Foca (RS),166,1655,RADIKALNO ZA NAROD SRS RS - NDS,376,370,0,6,0,"3,20",1,,
2012,Foca (RS),166,1200,SRPSKA NAPREDNA STRANKA,361,359,0,1,1,"3,08",1,,
2012,Foca (RS),166,74,SOCIJALISTICKA PARTIJA,353,352,0,1,0,"3,01",1,,
2012,Foca (RS),166,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,305,300,0,5,0,"2,60",0,,
2012,Foca (RS),166,502,NARODNA STRANKA RADOM ZA BOLJITAK,196,194,1,1,0,"1,67",0,,
2012,Foca (RS),166,279,PARTIJA UJEDINJENIH PENZIONERA,186,183,0,3,0,"1,59",0,,
2012,Foca (RS),166,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,74,49,11,14,0,"0,63",0,,
2012,Foca (RS),166,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,43,31,5,7,0,"0,37",0,,
2012,Gorazde,167,90,SDA-STRANKA DEMOKRATSKE AKCIJE,3367,3339,26,0,2,"28,30",7,,
2012,Gorazde,167,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,1969,1960,8,0,1,"16,55",4,,
2012,Gorazde,167,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1944,1912,31,0,1,"16,34",4,,
2012,Gorazde,167,4,STRANKA ZA BOSNU I HERCEGOVINU,1729,1716,13,0,0,"14,53",4,,
2012,Gorazde,167,1,BPS-SEFER HALILOVIC,1016,1011,3,1,1,"8,54",2,,
2012,Gorazde,167,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,941,830,109,1,1,"7,91",2,,
2012,Gorazde,167,502,NARODNA STRANKA RADOM ZA BOLJITAK,741,737,3,0,1,"6,23",2,,
2012,Gorazde,167,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,84,82,0,2,0,"0,71",0,,
2012,Gorazde,167,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,78,75,3,0,0,"0,66",0,,
2012,Gorazde,167,1439,HAMMAMI MUSTAFA - NEZAVISNI KANDIDAT,28,28,0,0,0,"0,24",0,,
2012,Novo Gorazde,168,18,SDS-SRPSKA DEMOKRATSKA STRANKA,608,598,0,7,3,"37,76",5,,
2012,Novo Gorazde,168,1608,SAVEZ SDA - SBIH,235,225,3,7,0,"14,60",2,,
2012,Novo Gorazde,168,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,159,141,17,1,0,"9,88",1,,
2012,Novo Gorazde,168,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,127,120,0,7,0,"7,89",1,,
2012,Novo Gorazde,168,1627,NAPREDNA SRPSKA SRPSKA RADIKALNA I SRPSKA NAPREDNA STRANKA,96,93,0,3,0,"5,96",1,,
2012,Novo Gorazde,168,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,86,84,0,2,0,"5,34",1,,
2012,Novo Gorazde,168,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,85,79,0,6,0,"5,28",1,,
2012,Novo Gorazde,168,461,DNS-DEMOKRATSKI NARODNI SAVEZ,71,63,8,0,0,"4,41",1,,
2012,Novo Gorazde,168,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,56,51,1,4,0,"3,48",0,,
2012,Novo Gorazde,168,502,NARODNA STRANKA RADOM ZA BOLJITAK,48,27,20,1,0,"2,98",0,,
2012,Novo Gorazde,168,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,32,32,0,0,0,"1,99",0,,
2012,Novo Gorazde,168,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,7,7,0,0,0,"0,43",0,,
2012,Cajnice,169,18,SDS-SRPSKA DEMOKRATSKA STRANKA,926,926,0,0,0,"31,44",5,,
2012,Cajnice,169,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,716,715,0,1,0,"24,31",3,,
2012,Cajnice,169,74,SOCIJALISTICKA PARTIJA,351,351,0,0,0,"11,92",2,,
2012,Cajnice,169,461,DNS-DEMOKRATSKI NARODNI SAVEZ,225,222,1,2,0,"7,64",1,,
2012,Cajnice,169,1627,NAPREDNA SRPSKA SRPSKA RADIKALNA I SRPSKA NAPREDNA STRANKA,214,213,0,1,0,"7,27",1,,
2012,Cajnice,169,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,165,165,0,0,0,"5,60",1,,
2012,Cajnice,169,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,150,148,0,2,0,"5,09",1,,
2012,Cajnice,169,4,STRANKA ZA BOSNU I HERCEGOVINU,128,52,13,63,0,"4,35",1,,
2012,Cajnice,169,90,SDA-STRANKA DEMOKRATSKE AKCIJE,65,40,1,24,0,"2,21",0,,
2012,Cajnice,169,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,5,2,3,0,0,"0,17",0,,
2012,Rudo,170,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,964,963,1,0,0,"22,25",4,,
2012,Rudo,170,16,SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE,668,664,4,0,0,"15,42",3,,
2012,Rudo,170,18,SDS-SRPSKA DEMOKRATSKA STRANKA,626,625,0,1,0,"14,45",2,,
2012,Rudo,170,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,442,439,3,0,0,"10,20",2,,
2012,Rudo,170,461,DNS-DEMOKRATSKI NARODNI SAVEZ,428,428,0,0,0,"9,88",2,,
2012,Rudo,170,59,NOVI DEMOKRATSKI POKRET,391,352,39,0,0,"9,03",1,,
2012,Rudo,170,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,253,251,2,0,0,"5,84",1,,
2012,Rudo,170,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,205,205,0,0,0,"4,73",1,,
2012,Rudo,170,74,SOCIJALISTICKA PARTIJA,144,143,1,0,0,"3,32",1,,
2012,Rudo,170,90,SDA-STRANKA DEMOKRATSKE AKCIJE,125,95,23,7,0,"2,89",0,,
2012,Rudo,170,279,PARTIJA UJEDINJENIH PENZIONERA,86,85,1,0,0,"1,99",0,,
2012,Ljubuski,171,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,5316,5267,7,40,2,"47,70",12,,
2012,Ljubuski,171,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,2580,2558,5,14,3,"23,15",6,,
2012,Ljubuski,171,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,1565,1545,6,13,1,"14,04",4,,
2012,Ljubuski,171,502,NARODNA STRANKA RADOM ZA BOLJITAK,655,645,3,6,1,"5,88",2,,
2012,Ljubuski,171,518,HRVATSKI PRAVASKI BLOK BIH,392,390,2,0,0,"3,52",1,,
2012,Ljubuski,171,5,HKDU BIH HRVATSKA KRSCANSKA DEMOKRATSKA UNIJA BIH,240,239,0,1,0,"2,15",0,,
2012,Ljubuski,171,521,HRVATSKA DEMOKRATSKA UNIJA BIH,197,196,0,1,0,"1,77",0,,
2012,Ljubuski,171,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,172,146,26,0,0,"1,54",0,,
2012,Ljubuski,171,1359,MANDIC ZDENKO - NEOVISNI KANDIDAT,8,8,0,0,0,"0,07",0,,
2012,Ljubuski,171,1364,VUCIC MATEA - NEOVISNI KANDIDAT,7,7,0,0,0,"0,06",0,,
2012,Ljubuski,171,28,DEMOKRATSKA NARODNA ZAJEDNICA BIH - DNZ BIH,5,4,1,0,0,"0,04",0,,
2012,Ljubuski,171,1263,PETROVIC IVANA - NEOVISNI KANDIDAT,5,5,0,0,0,"0,04",0,,
2012,Ljubuski,171,1362,SABLJIC DANIJELA - NEOVISNI KANDIDAT,2,2,0,0,0,"0,02",0,,
2012,Citluk,172,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,3837,3703,5,128,1,"54,16",14,,
2012,Citluk,172,5,HKDU BIH HRVATSKA KRSCANSKA DEMOKRATSKA UNIJA BIH,1938,1892,0,46,0,"27,36",7,,
2012,Citluk,172,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,612,604,2,6,0,"8,64",2,,
2012,Citluk,172,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,554,552,1,1,0,"7,82",2,,
2012,Citluk,172,502,NARODNA STRANKA RADOM ZA BOLJITAK,77,77,0,0,0,"1,09",0,,
2012,Citluk,172,1241,HSP HERCEG-BOSNE,66,66,0,0,0,"0,93",0,,
2012,Capljina,173,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,5002,4972,6,24,0,"54,45",16,,
2012,Capljina,173,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,965,960,5,0,0,"10,50",3,,
2012,Capljina,173,90,SDA-STRANKA DEMOKRATSKE AKCIJE,882,852,20,10,0,"9,60",3,,
2012,Capljina,173,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,790,770,13,7,0,"8,60",2,,
2012,Capljina,173,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,484,478,0,6,0,"5,27",1,,
2012,Capljina,173,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,274,266,7,1,0,"2,98",0,,
2012,Capljina,173,1241,HSP HERCEG-BOSNE,205,204,0,1,0,"2,23",0,,
2012,Capljina,173,502,NARODNA STRANKA RADOM ZA BOLJITAK,162,162,0,0,0,"1,76",0,,
2012,Capljina,173,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,155,154,0,1,0,"1,69",0,,
2012,Capljina,173,518,HRVATSKI PRAVASKI BLOK BIH,144,142,0,2,0,"1,57",0,,
2012,Capljina,173,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,99,95,0,4,0,"1,08",0,,
2012,Capljina,173,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,25,24,0,1,0,"0,27",0,,
2012,Neum,174,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,827,823,1,3,0,"54,59",9,,
2012,Neum,174,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,347,347,0,0,0,"22,90",4,,
2012,Neum,174,502,NARODNA STRANKA RADOM ZA BOLJITAK,153,152,1,0,0,"10,10",2,,
2012,Neum,174,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,140,138,2,0,0,"9,24",1,,
2012,Neum,174,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,48,48,0,0,0,"3,17",1,,
2012,Stolac,176,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,3768,3597,97,70,4,"49,66",10,,
2012,Stolac,176,90,SDA-STRANKA DEMOKRATSKE AKCIJE,1664,1576,65,23,0,"21,93",4,,
2012,Stolac,176,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,809,727,72,10,0,"10,66",2,,
2012,Stolac,176,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,502,496,0,6,0,"6,62",1,,
2012,Stolac,176,1228,AJDIN HANIC - NEZAVISNI KANDIDAT,220,111,108,1,0,"2,90",0,,
2012,Stolac,176,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,194,174,15,4,1,"2,56",0,,
2012,Stolac,176,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,186,178,4,4,0,"2,45",0,,
2012,Stolac,176,4,STRANKA ZA BOSNU I HERCEGOVINU,122,111,8,3,0,"1,61",0,,
2012,Stolac,176,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,79,62,13,4,0,"1,04",0,,
2012,Stolac,176,502,NARODNA STRANKA RADOM ZA BOLJITAK,15,13,2,0,0,"0,20",0,,
2012,Stolac,176,1506,PROLETA VJEKOSLAV - NEOVISNI KANDIDAT,12,10,2,0,0,"0,16",0,,
2012,Stolac,176,1514,GOLUZA TIHOMIR - NEZAVISNI KANDIDAT,11,11,0,0,0,"0,14",0,,
2012,Stolac,176,1482,ALEKSIC MARKO - NEOVISNI KANDIDAT,5,5,0,0,0,"0,07",0,,
2012,Berkovici,177,18,SDS-SRPSKA DEMOKRATSKA STRANKA,506,506,0,0,0,"42,27",6,,
2012,Berkovici,177,461,DNS-DEMOKRATSKI NARODNI SAVEZ,234,231,2,1,0,"19,55",3,,
2012,Berkovici,177,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,210,209,0,1,0,"17,54",2,,
2012,Berkovici,177,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,101,101,0,0,0,"8,44",1,,
2012,Berkovici,177,16,SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE,66,66,0,0,0,"5,51",1,,
2012,Berkovici,177,74,SOCIJALISTICKA PARTIJA,44,44,0,0,0,"3,68",0,,
2012,Berkovici,177,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,36,36,0,0,0,"3,01",0,,
2012,Ljubinje,179,18,SDS-SRPSKA DEMOKRATSKA STRANKA,914,912,0,2,0,"39,91",6,,
2012,Ljubinje,179,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,673,672,0,1,0,"29,39",5,,
2012,Ljubinje,179,461,DNS-DEMOKRATSKI NARODNI SAVEZ,203,203,0,0,0,"8,86",1,,
2012,Ljubinje,179,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,169,169,0,0,0,"7,38",1,,
2012,Ljubinje,179,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,169,169,0,0,0,"7,38",1,,
2012,Ljubinje,179,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,162,162,0,0,0,"7,07",1,,
2012,Bileca,180,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,1990,1968,8,12,2,"27,23",6,,
2012,Bileca,180,18,SDS-SRPSKA DEMOKRATSKA STRANKA,1158,1145,0,12,1,"15,85",3,,
2012,Bileca,180,16,SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE,898,882,11,5,0,"12,29",3,,
2012,Bileca,180,1200,SRPSKA NAPREDNA STRANKA,700,698,0,1,1,"9,58",2,,
2012,Bileca,180,1186,NOVA SOCIJALISTICKA PARTIJA,533,504,18,11,0,"7,29",1,,
2012,Bileca,180,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,444,441,0,3,0,"6,08",1,,
2012,Bileca,180,461,DNS-DEMOKRATSKI NARODNI SAVEZ,398,394,1,3,0,"5,45",1,,
2012,Bileca,180,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,396,394,0,2,0,"5,42",1,,
2012,Bileca,180,279,PARTIJA UJEDINJENIH PENZIONERA,235,231,1,3,0,"3,22",1,,
2012,Bileca,180,74,SOCIJALISTICKA PARTIJA,214,210,1,3,0,"2,93",0,,
2012,Bileca,180,561,NARODNA DEMOKRATSKA STRANKA,212,209,1,2,0,"2,90",0,,
2012,Bileca,180,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,130,128,2,0,0,"1,78",0,,
2012,Ravno,181,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,219,140,2,77,0,"37,69",6,,
2012,Ravno,181,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,189,186,0,0,3,"32,53",5,,
2012,Ravno,181,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,125,122,1,2,0,"21,51",3,,
2012,Ravno,181,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,48,47,0,1,0,"8,26",1,,
2012,Trbeinje,182,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,4949,4943,6,0,0,"29,38",9,,
2012,Trbeinje,182,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,2589,2589,0,0,0,"15,37",5,,
2012,Trbeinje,182,18,SDS-SRPSKA DEMOKRATSKA STRANKA,2447,2445,2,0,0,"14,53",4,,
2012,Trbeinje,182,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,1602,1587,15,0,0,"9,51",3,,
2012,Trbeinje,182,724,POKRET ZA TREBINJE,828,825,3,0,0,"4,92",2,,
2012,Trbeinje,182,74,SOCIJALISTICKA PARTIJA,815,815,0,0,0,"4,84",1,,
2012,Trbeinje,182,461,DNS-DEMOKRATSKI NARODNI SAVEZ,781,781,0,0,0,"4,64",1,,
2012,Trbeinje,182,279,PARTIJA UJEDINJENIH PENZIONERA,520,520,0,0,0,"3,09",1,,
2012,Trbeinje,182,1627,NAPREDNA SRPSKA SRPSKA RADIKALNA I SRPSKA NAPREDNA STRANKA,466,466,0,0,0,"2,77",0,,
2012,Trbeinje,182,1254,NOVI POKRET BOSNE I HERCEGOVINE,440,138,295,0,7,"2,61",0,,
2012,Trbeinje,182,561,NARODNA DEMOKRATSKA STRANKA,359,359,0,0,0,"2,13",0,,
2012,Trbeinje,182,1584,TREBINJE NAS GRAD,308,307,1,0,0,"1,83",0,,
2012,Trbeinje,182,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,214,214,0,0,0,"1,27",0,,
2012,Trbeinje,182,1179,SAVEZ ZA DEMOKRATSKU SRPSKU - (SzDS),203,203,0,0,0,"1,21",0,,
2012,Trbeinje,182,1529,IVANKOVIC RADOSLAV - NEZAVISNI KANDIDAT,157,157,0,0,0,"0,93",0,,
2012,Trbeinje,182,90,SDA-STRANKA DEMOKRATSKE AKCIJE,55,42,13,0,0,"0,33",0,,
2012,Trbeinje,182,1340,MANDEGANJA NADA - NEZAVISNI KANDIDAT,42,42,0,0,0,"0,25",0,,
2012,Trbeinje,182,1186,NOVA SOCIJALISTICKA PARTIJA,36,36,0,0,0,"0,21",0,,
2012,Trbeinje,182,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,34,24,9,1,0,"0,20",0,,
2012,Trbeinje,182,28079,BUTULIJA MILKA - NEZAVISNI KANDIDAT,169,161,8,0,0,-,1,y,y
2012,Trbeinje,182,28076,TOMASEVIC NEDELJKO - NEZAVISNI KANDIDAT,112,112,0,0,0,-,0,y,n
2012,Trbeinje,182,28077,MINOV DUSAN - UDRUZENJE NACIONALNIH MANJINA ISTOCNE HERCEGOVINE,112,112,0,0,0,-,0,y,n
2012,Trbeinje,182,24406,KANDIC MIODRAG - KOMUNISTICKA PARTIJA,51,51,0,0,0,-,0,y,n
2012,Usora,183,502,NARODNA STRANKA RADOM ZA BOLJITAK,760,731,29,0,0,"28,92",4,,
2012,Usora,183,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,710,678,32,0,0,"27,02",3,,
2012,Usora,183,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,513,510,2,0,1,"19,52",2,,
2012,Usora,183,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,314,292,22,0,0,"11,95",2,,
2012,Usora,183,366,HSS-NHI,169,167,1,0,1,"6,43",1,,
2012,Usora,183,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,106,106,0,0,0,"4,03",1,,
2012,Usora,183,90,SDA-STRANKA DEMOKRATSKE AKCIJE,56,53,3,0,0,"2,13",0,,
2012,Kostajnica,184,18,SDS-SRPSKA DEMOKRATSKA STRANKA,621,616,0,5,0,"21,11",4,,
2012,Kostajnica,184,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,609,607,0,2,0,"20,70",4,,
2012,Kostajnica,184,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,484,482,0,2,0,"16,45",3,,
2012,Kostajnica,184,74,SOCIJALISTICKA PARTIJA,423,420,0,3,0,"14,38",2,,
2012,Kostajnica,184,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,218,213,3,2,0,"7,41",1,,
2012,Kostajnica,184,1627,NAPREDNA SRPSKA SRPSKA RADIKALNA I SRPSKA NAPREDNA STRANKA,130,129,0,1,0,"4,42",1,,
2012,Kostajnica,184,90,SDA-STRANKA DEMOKRATSKE AKCIJE,120,110,10,0,0,"4,08",1,,
2012,Kostajnica,184,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,114,114,0,0,0,"3,87",1,,
2012,Kostajnica,184,28,DEMOKRATSKA NARODNA ZAJEDNICA BIH - DNZ BIH,81,81,0,0,0,"2,75",0,,
2012,Kostajnica,184,461,DNS-DEMOKRATSKI NARODNI SAVEZ,65,65,0,0,0,"2,21",0,,
2012,Kostajnica,184,1429,STANIC ALEKSANDAR - NEZAVISNI KANDIDAT,46,46,0,0,0,"1,56",0,,
2012,Kostajnica,184,561,NARODNA DEMOKRATSKA STRANKA,31,31,0,0,0,"1,05",0,,
2012,Brcko District,200,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,6244,6046,118,77,3,"15,41",5,,
2012,Brcko District,200,1601,SNSD - DNS,5216,5191,4,20,1,"12,87",4,,
2012,Brcko District,200,18,SDS-SRPSKA DEMOKRATSKA STRANKA,4672,4641,10,21,0,"11,53",3,,
2012,Brcko District,200,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,4496,4378,74,44,0,"11,09",3,,
2012,Brcko District,200,90,SDA-STRANKA DEMOKRATSKE AKCIJE,3985,3886,69,30,0,"9,83",3,,
2012,Brcko District,200,1589,SP - PUP - DP,3508,3491,2,15,0,"8,66",3,,
2012,Brcko District,200,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,2997,2714,249,27,7,"7,39",2,,
2012,Brcko District,200,1290,HRVATSKA SELJACKA STRANKA - HSS,2409,2069,331,8,1,"5,94",2,,
2012,Brcko District,200,4,STRANKA ZA BOSNU I HERCEGOVINU,2176,2094,31,50,1,"5,37",2,,
2012,Brcko District,200,1621,PDP-SNS,2063,2054,4,4,1,"5,09",2,,
2012,Brcko District,200,561,NARODNA DEMOKRATSKA STRANKA,789,787,0,2,0,"1,95",0,,
2012,Brcko District,200,761,NEZAVISNA DEMOKRATSKA STRANKA,545,541,0,4,0,"1,34",0,,
2012,Brcko District,200,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,453,447,5,1,0,"1,12",0,,
2012,Brcko District,200,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,451,423,24,4,0,"1,11",0,,
2012,Brcko District,200,877,NASA STRANKA,250,243,4,3,0,"0,62",0,,
2012,Brcko District,200,16,SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE,123,123,0,0,0,"0,30",0,,
2012,Brcko District,200,366,HSS-NHI,82,80,2,0,0,"0,20",0,,
2012,Brcko District,200,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,33,30,2,1,0,"0,08",0,,
2012,Brcko District,200,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,22,21,0,1,0,"0,05",0,,
2012,Brcko District,200,502,NARODNA STRANKA RADOM ZA BOLJITAK,15,15,0,0,0,"0,04",0,,
2012,Brcko District,200,20384,LJUBOJEVIC LIDIJA - SDS-SRPSKA DEMOKRATSKA STRANKA,366,362,1,3,0,-,1,y,y
2012,Brcko District,200,11150,DACAJ CAZIM - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,336,334,0,2,0,-,1,y,y
2012,Brcko District,200,37497,DENJAGIC ALIJA - NEZAVISNI KANDIDAT,309,306,1,2,0,-,0,y,n
2012,Brcko District,200,11151,SULEJMANI SUVAD - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,198,190,8,0,0,-,0,y,y
2012,Brcko District,200,27804,BAMBULOVIC SASA - NEZAVISNI KANDIDAT,173,173,0,0,0,-,0,y,y
