year,district.name,district.id,party,votes.redovni,votes.postom,votes.odsustvo.mobilni.tim,votes.potvrdeni,seats,minority,minority.elected
2008,Kakanj,94,Narodna Stranka Radom za Boljitak,215,0,0,0,0,,
2008,Kakanj,94,Hrvatska Demokratska Zajednica 1990,158,0,0,0,0,,
2008,Kakanj,94,E5 - Evropska Ekoloska Stranka,26,0,0,0,0,,
2008,Kakanj,94,Ahmetovic Devad,173,,,,1,y,y
2008,Kakanj,94,Omladinska Romska Inicijativa Kakanj - Nezavisni Kandidat,131,,,,0,y,n
2008,Vares,95,Stranka Demokratske Akcije,1359,1,9,1,6,,
2008,Vares,95,Socijaldemokratska Partija Bosne i Hercegovine,900,3,18,1,4,,
2008,Vares,95,Hrvatska Demokratska Zajednica BiH,808,21,21,1,4,,
2008,Vares,95,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,538,0,6,0,3,,
2008,Vares,95,Nasa Stranka,349,2,9,1,2,,
2008,Vares,95,HSS - NHI,176,0,1,0,1,,
2008,Vares,95,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,128,0,8,0,0,,
2008,Vares,95,BOSS - Bosanska Stranka - Mirnes Ajanovic,120,0,1,0,0,,
2008,Vares,95,Stranka za Bosnu i Hercegovinu,109,0,2,0,0,,
2008,Vares,95,Narodna Stranka Radom za Boljitak,109,0,1,0,0,,
2008,Vares,95,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,55,0,3,0,0,,
2008,Vares,95,Demokratska Stranka Invalida Tuzla,12,0,1,0,0,,
2008,Vares,95,Socijaldemokratska Partija Bosne i Hercegovine,8,,,,1,y,y
2008,Vares,95,Hrvatska Demokratska Zajednica 1990,4,,,,0,y,n
2008,Olovo,96,Stranka Demokratske Akcije,1951,3,13,0,6,,
2008,Olovo,96,Stranka za Bosnu i Hercegovinu,1299,0,10,0,4,,
2008,Olovo,96,Socijaldemokratska Partija Bosne i Hercegovine,648,5,5,1,2,,
2008,Olovo,96,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,471,0,2,0,2,,
2008,Olovo,96,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,247,0,0,0,1,,
2008,Olovo,96,Narodna Stranka Radom za Boljitak,217,0,5,0,1,,
2008,Olovo,96,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,171,0,1,0,1,,
2008,Olovo,96,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,109,3,2,0,0,,
2008,Olovo,96,BOSS - Bosanska Stranka - Mirnes Ajanovic,35,1,1,0,0,,
2008,Olovo,96,Demokratska Stranka Invalida Tuzla,9,9,0,0,0,,
2008,Kladanj,98,Stranka Demokratske Akcije,1611,4,21,1,4,,
2008,Kladanj,98,Stranka za Bosnu i Hercegovinu,1108,3,11,2,3,,
2008,Kladanj,98,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,1040,0,18,2,3,,
2008,Kladanj,98,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,867,2,7,0,2,,
2008,Kladanj,98,Socijaldemokratska Partija Bosne i Hercegovine,580,1,10,0,2,,
2008,Kladanj,98,Nezavisna Lista Kladanj,531,2,7,1,1,,
2008,Kladanj,98,Nasa Stranka,280,0,6,1,1,,
2008,Kladanj,98,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,239,1,16,1,1,,
2008,Kladanj,98,Liberalno Demokratska Stranka BiH,189,0,4,0,0,,
2008,Kladanj,98,Narodna Stranka Radom za Boljitak,168,0,1,0,0,,
2008,Kladanj,98,Stranka Udruzenja Penzionera Kladanj,151,0,9,0,0,,
2008,Kladanj,98,Stranka Udruzenih Nezavisnih Demokrata Bosne I Herzegovine,158,0,0,0,0,,
2008,Kladanj,98,Demokratska Stranka Invalida Tuzla,44,0,0,0,0,,
2008,Sekovici,101,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,1431,33,18,9,5,,
2008,Sekovici,101,Srpska Demokratska Stranka,1355,10,19,4,5,,
2008,Sekovici,101,Partija Demokratskog Progresa,759,38,19,10,3,,
2008,Sekovici,101,Socijalisticka Partija,263,2,6,2,1,,
2008,Sekovici,101,Demokratski Narodni Savez,193,0,0,0,1,,
2008,Sekovici,101,Pokret za Sekovice,187,0,1,0,1,,
2008,Sekovici,101,Srpski Pokret Obnove Republike Srpske,168,1,3,2,1,,
2008,Sekovici,101,Partija Socijalne Pravde,114,0,1,0,0,,
2008,Sekovici,101,Srpska Radikalna Stranka Dr. Vojislav Seselj,87,0,2,0,0,,
2008,Sekovici,101,Penzionerska Stranka Republike Strpske,63,0,1,0,0,,
2008,Sekovici,101,Socijaldemokratska Partija Bosne i Hercegovine,21,0,2,1,0,,
2008,Sekovici,101,Nasa Stranka,7,1,1,0,0,,
2008,Sekovici,101,Srpska Radikalna Stranka Republike Srpske,7,0,0,0,0,,
2008,Sekovici,101,Narodna Stranka Radom za Boljitak,4,3,0,1,0,,
2008,Vlasenica,103,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,2282,0,11,8,10,,
2008,Vlasenica,103,Srpska Demokratska Stranka,2150,0,16,9,10,,
2008,Vlasenica,103,Stranka Demokratske Akcije,292,67,196,0,3,,
2008,Vlasenica,103,Partija Demokratskog Progresa,257,0,0,1,1,,
2008,Vlasenica,103,Srpska Radikalna Stranka Dr. Vojislav Seselj,227,0,3,1,1,,
2008,Vlasenica,103,Stranka za Bosnu i Hercegovinu,103,24,32,0,0,,
2008,Vlasenica,103,Demokratski Narodni Savez,142,0,3,0,0,,
2008,Vlasenica,103,Zoran Tesic,128,0,0,0,0,,
2008,Vlasenica,103,Napredak za Vlasenicu,71,0,0,0,0,,
2008,Vlasenica,103,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,29,2,12,0,0,,
2008,Vlasenica,103,Srpska Radikalna Stranka Republike Srpske,15,0,0,0,0,,
2008,Vlasenica,103,Narodna Stranka Radom za Boljitak,10,0,0,0,0,,
2008,Bratunac,104,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,1818,0,5,2,6,,
2008,Bratunac,104,Srpska Demokratska Stranka,1701,0,2,1,6,,
2008,Bratunac,104,Savez SDA-S BiH,941,193,408,1,5,,
2008,Bratunac,104,Srpska Radikalna Stranka Dr. Vojislav Seselj,1172,0,3,1,4,,
2008,Bratunac,104,Partija Demokratskog Progresa,687,0,0,1,2,,
2008,Bratunac,104,Demokratski Narodni Savez,678,0,1,0,2,,
2008,Bratunac,104,Socijaldemokratska Partija Bosne i Hercegovine,420,24,207,1,2,,
2008,Bratunac,104,Srpska Radikalna Stranka Republike Srpske,492,0,0,0,2,,
2008,Bratunac,104,Pokret za Bratunac,326,12,0,0,1,,
2008,Bratunac,104,Socijalisticka Partija,291,0,0,0,1,,
2008,Bratunac,104,Narodna Stranka Radom za Boljitak,125,0,1,0,0,,
2008,Bratunac,104,Penzionerska Stranka Republike Strpske,85,0,0,0,0,,
2008,Bratunac,104,Narodna Demokratska Stranka,47,0,0,0,0,,
2008,Bratunac,104,Nasa Stranka,20,0,0,0,0,,
2008,Bratunac,104,Bosansko Hercegovacka Podrinjska Narodna Stranka,3,1,2,0,0,,
2008,Srebrenica,105,Savez SDA-S BiH,1116,326,2438,5,11,,
2008,Srebrenica,105,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,2603,0,9,101,7,,
2008,Srebrenica,105,Savez Srpskih Stranka Srebrenice: SDS-PDP-SP I SRS RS,1121,0,10,18,3,,
2008,Srebrenica,105,Socijaldemokratska Partija Bosne i Hercegovine,287,65,381,8,2,,
2008,Srebrenica,105,Snaga Bosne,18,67,494,0,2,,
2008,Srebrenica,105,Demokratski Narodni Savez,313,1,0,18,1,,
2008,Srebrenica,105,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,77,7,62,1,0,,
2008,Srebrenica,105,Pozitivna Inicijativa za Srebenicu,38,7,95,0,0,,
2008,Srebrenica,105,Srpska Demokratska Stranka 1990 - Izvorna - Pokret za Srbsku,95,0,0,0,0,,
2008,Srebrenica,105,Nasa Stranka,26,12,7,0,0,,
2008,Srebrenica,105,Narodna Demokratska Stranka,5,0,1,0,0,,
2008,Srebrenica,105,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,18,,,,1,y,y
2008,Srebrenica,105,Hakic Muharem,16,,,,0,y,n
2008,Srebrenica,105,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,13,,,,0,y,n
2008,Srebrenica,105,Jakovljevic Branka,6,,,,0,y,n
2008,Livno,106,Narodna Stranka Radom za Boljitak,4432,0,27,11,12,,
2008,Livno,106,Hrvatska Demokratska Zajednica BiH,3085,11,4,7,8,,
2008,Livno,106,Hrvatska Demokratska Zajednica 1990,2021,2,7,2,5,,
2008,Livno,106,Stranka Demokratske Akcije,974,30,1,0,3,,
2008,Livno,106,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,518,4,0,1,1,,
2008,Livno,106,HSS - NHI,498,2,1,1,1,,
2008,Livno,106,Socijaldemokratska Partija Bosne i Hercegovine,392,9,0,1,1,,
2008,Livno,106,Hrvatska Krscanska Demokratska Unija BiH,279,0,0,0,0,,
2008,Livno,106,Stranka za Bosnu i Hercegovinu,120,21,0,0,0,,
2008,Livno,106,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,106,0,4,0,0,,
2008,Livno,106,Nasa Stranka,81,0,0,0,0,,
2008,Livno,106,Dimitrije Tomic,55,0,11,0,0,,
2008,Livno,106,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,52,5,8,0,0,,
2008,Kupres (FBiH),107,Hrvatska Demokratska Zajednica BiH,713,2,12,0,7,,
2008,Kupres (FBiH),107,Hrvatska Demokratska Zajednica 1990,447,1,5,3,4,,
2008,Kupres (FBiH),107,HSS - NHI,114,1,1,0,1,,
2008,Kupres (FBiH),107,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,114,0,2,0,1,,
2008,Kupres (FBiH),107,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,108,0,5,0,1,,
2008,Kupres (FBiH),107,Stipo Curkovic,108,1,2,0,1,,
2008,Kupres (FBiH),107,Stranka Demokratske Akcije,62,7,2,0,1,,
2008,Kupres (FBiH),107,Stranka za Bosnu i Hercegovinu,56,1,0,1,1,,
2008,Kupres (FBiH),107,Socijaldemokratska Partija Bosne i Hercegovine,32,0,1,2,0,,
2008,Kupres (RS),108,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,130,0,0,0,5,,
2008,Kupres (RS),108,Srpska Demokratska Stranka,41,0,0,0,2,,
2008,Kupres (RS),108,Partija Demokratskog Progresa,41,0,0,0,2,,
2008,Kupres (RS),108,Demokratski Narodni Savez,26,0,0,0,1,,
2008,Kupres (RS),108,Narodna Demokratska Stranka,25,0,0,0,1,,
2008,Kupres (RS),108,Narodna Stranka Radom za Boljitak,6,0,0,0,0,,
2008,Bugonjo,109,Stranka Demokratske Akcije,5752,70,29,12,11,,
2008,Bugonjo,109,Socijaldemokratska Partija Bosne i Hercegovine,3210,9,8,12,6,,
2008,Bugonjo,109,Koalicija Hrvatskih Stranka HDZBiH HSS-NHI HDZ1990 HKDU BiH,2349,28,20,4,5,,
2008,Bugonjo,109,Stranka za Bosnu i Hercegovinu,1197,17,4,3,2,,
2008,Bugonjo,109,BOSS - Bosanska Stranka - Mirnes Ajanovic,551,0,2,2,1,,
2008,Bugonjo,109,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,321,2,2,1,0,,
2008,Bugonjo,109,Narodna Stranka Radom za Boljitak,299,0,2,0,0,,
2008,Bugonjo,109,Nasa Stranka,120,2,1,1,0,,
2008,Gorni Vakuf / Uskoplje,110,Stranka Demokratske Akcije,3761,88,43,25,10,,
2008,Gorni Vakuf / Uskoplje,110,Koalicija Lista HDZ BiH i HDZ1990 ,2194,19,29,6,6,,
2008,Gorni Vakuf / Uskoplje,110,Stranka za Bosnu i Hercegovinu,1675,5,12,11,4,,
2008,Gorni Vakuf / Uskoplje,110,Socijaldemokratska Partija Bosne i Hercegovine,774,8,7,2,2,,
2008,Gorni Vakuf / Uskoplje,110,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,464,0,4,0,1,,
2008,Gorni Vakuf / Uskoplje,110,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,49,0,1,0,0,,
2008,Gorni Vakuf / Uskoplje,110,Stranka Demokratske Aktivnosti za Evropsku BiH A-SDA,26,0,0,1,0,,
2008,Gorni Vakuf / Uskoplje,110,BOSS - Bosanska Stranka - Mirnes Ajanovic,12,0,0,0,0,,
2008,Novi Travnik,111,Stranka Demokratske Akcije,2480,4,2,5,6,,
2008,Novi Travnik,111,Hrvatska Demokratska Zajednica BiH,2147,3,12,2,6,,
2008,Novi Travnik,111,Hrvatska Koalicija HDZ 1990 HSS - NHI,1729,3,2,0,4,,
2008,Novi Travnik,111,Socijaldemokratska Partija Bosne i Hercegovine,1000,0,1,1,3,,
2008,Novi Travnik,111,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,733,0,3,2,2,,
2008,Novi Travnik,111,Stranka za Bosnu i Hercegovinu,529,2,1,1,1,,
2008,Novi Travnik,111,"SDU-LDS, Socijaldemorkatska Unija-Liberalno Demokratska Stranka",310,0,0,0,1,,
2008,Novi Travnik,111,Narodna Stranka Radom za Boljitak,276,0,1,1,0,,
2008,Novi Travnik,111,Narodna Stranka Radom za Boljitak,276,0,1,1,0,,
2008,Novi Travnik,111,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,272,0,3,0,0,,
2008,Novi Travnik,111,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,240,0,0,0,0,,
2008,Novi Travnik,111,Nasa Stranka,79,0,0,0,0,,
2008,Novi Travnik,111,Hrvatska Krscanska Demokratska Unija BiH,59,0,4,0,0,,
2008,Vitez,112,Hrvatska Demokratska Zajednica BiH,4657,6,16,4,11,,
2008,Vitez,112,Stranka Demokratske Akcije,3046,4,7,2,7,,
2008,Vitez,112,Hrvatska Koalicija HDZ 1990 HSS - NHI,1293,5,0,0,3,,
2008,Vitez,112,Socijaldemokratska Partija Bosne i Hercegovine,783,2,3,0,2,,
2008,Vitez,112,Stranka za Bosnu i Hercegovinu,571,5,4,3,1,,
2008,Vitez,112,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,447,1,1,0,1,,
2008,Vitez,112,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,240,2,1,0,0,,
2008,Vitez,112,Narodna Stranka Radom za Boljitak,136,0,1,1,0,,
2008,Busovaca,113,Stranka Demokratske Akcije,3021,11,17,5,11,,
2008,Busovaca,113,Hrvatska Demokratska Zajednica BiH,2708,5,45,2,9,,
2008,Busovaca,113,Hrvatska Koalicija HDZ 1990 HSS - NHI,511,1,1,0,2,,
2008,Busovaca,113,Socijaldemokratska Partija Bosne i Hercegovine,488,0,8,0,2,,
2008,Busovaca,113,Stranka za Bosnu i Hercegovinu,312,2,1,0,1,,
2008,Busovaca,113,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,107,0,3,0,0,,
2008,Busovaca,113,Hrvatska Krscanska Demokratska Unija BiH,96,0,3,0,0,,
2008,Busovaca,113,Narodna Stranka Radom za Boljitak,79,0,0,0,0,,
2008,Busovaca,113,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,42,0,0,0,0,,
2008,Fojnica,114,Stranka Demokratske Akcije,1915,6,8,1,7,,
2008,Fojnica,114,Stranka za Bosnu i Hercegovinu,1101,0,5,0,4,,
2008,Fojnica,114,Hrvatska Demokratska Zajednica BiH,931,2,8,0,4,,
2008,Fojnica,114,Socijaldemokratska Partija Bosne i Hercegovine,827,3,6,1,3,,
2008,Fojnica,114,Hrvatska Koalicija HDZ 1990 HSS - NHI,454,0,1,0,2,,
2008,Fojnica,114,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,236,1,1,0,1,,
2008,Fojnica,114,Narodna Stranka Radom za Boljitak,139,0,0,0,0,,
2008,Fojnica,114,Socijaldemokratska Unija Bosne i Hercegovine,67,0,2,0,0,,
2008,Fojnica,114,Demokratska Stranka Invalida Tuzla,16,0,0,0,0,,
2008,Kiseljak,115,Hrvatska Demokratska Zajednica BiH,4454,3,49,3,13,,
2008,Kiseljak,115,Stranka Demokratske Akcije,1872,16,12,0,5,,
2008,Kiseljak,115,Hrvatska Koalicija HDZ 1990 HSS - NHI,784,1,6,1,2,,
2008,Kiseljak,115,Stranka za Bosnu i Hercegovinu,585,8,8,1,2,,
2008,Kiseljak,115,Socijaldemokratska Partija Bosne i Hercegovine,514,2,3,0,1,,
2008,Kiseljak,115,Narodna Stranka Radom za Boljitak,176,0,0,0,0,,
2008,Kiseljak,115,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,141,0,2,0,0,,
2008,Kiseljak,115,Ahmo Music,109,0,0,0,0,,
2008,Kiseljak,115,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,100,0,0,0,0,,
2008,Kiseljak,115,Hrvatska Krscanska Demokratska Unija BiH,40,0,0,0,0,,
2008,Visoko,116,Stranka Demokratske Akcije,6939,19,11,2,11,,
2008,Visoko,116,Stranka za Bosnu i Hercegovinu,2761,8,3,0,5,,
2008,Visoko,116,Socijaldemokratska Partija Bosne i Hercegovine,2296,8,13,0,4,,
2008,Visoko,116,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,1622,1,0,0,3,,
2008,Visoko,116,Stranka Demokratske Aktivnosti za Evropsku BiH A-SDA,843,0,0,0,1,,
2008,Visoko,116,Narodna Stranka Radom za Boljitak,618,0,2,0,1,,
2008,Visoko,116,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,488,0,4,0,0,,
2008,Visoko,116,"SDU-LDS, Socijaldemorkatska Unija-Liberalno Demokratska Stranka",469,2,2,0,0,,
2008,Visoko,116,Nasa Stranka,193,3,2,0,0,,
2008,Visoko,116,Narodna Bosnjacka Stranka,194,0,0,0,0,,
2008,Visoko,116,Jusuf Musibegovic,103,0,3,0,0,,
2008,Visoko,116,BOSS - Bosanska Stranka - Mirnes Ajanovic,62,2,0,0,0,,
2008,Breza,117,Stranka Demokratske Akcije,2141,0,29,0,8,,
2008,Breza,117,Stranka za Bosnu i Hercegovinu,694,4,8,1,3,,
2008,Breza,117,Socijaldemokratska Partija Bosne i Hercegovine,649,1,14,2,2,,
2008,Breza,117,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,593,2,5,0,2,,
2008,Breza,117,Gradanska Demokratska Stranka BiH,458,1,3,0,2,,
2008,Breza,117,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,393,0,23,0,2,,
2008,Breza,117,Narodna Stranka Radom za Boljitak,267,0,5,0,1,,
2008,Breza,117,BOSS - Bosanska Stranka - Mirnes Ajanovic,57,0,0,0,0,,
2008,Breza,117,Demokratska Stranka Invalida Tuzla,40,0,2,0,0,,
2008,Breza,117,Socijaldemokratska Unija Bosne i Hercegovine,25,0,0,0,0,,
2008,Ilijas,118,Stranka Demokratske Akcije,2063,22,11,0,7,,
2008,Ilijas,118,Stranka za Bosnu i Hercegovinu,1335,9,7,0,5,,
2008,Ilijas,118,Socijaldemokratska Partija Bosne i Hercegovine,1162,3,9,0,4,,
2008,Ilijas,118,Snaga Bosne,720,4,3,0,2,,
2008,Ilijas,118,"SDU-LDS, Socijaldemorkatska Unija-Liberalno Demokratska Stranka",681,0,2,0,2,,
2008,Ilijas,118,Stranka za Srednje,352,0,3,0,1,,
2008,Ilijas,118,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,315,6,1,0,1,,
2008,Ilijas,118,Nasa Stranka,309,3,2,0,1,,
2008,Ilijas,118,Narodna Stranka Radom za Boljitak,226,2,1,17,1,,
2008,Ilijas,118,Hrvatska Koalicija Kantona Sarajevo,200,3,37,0,1,,
2008,Ilijas,118,Hrvatska Demokratska Zajednica BiH,92,0,5,0,0,,
2008,Ilijas,118,BOSS - Bosanska Stranka - Mirnes Ajanovic,39,0,1,0,0,,
2008,Ilijas,118,Demokratska Stranka Invalida Tuzla,14,0,1,0,0,,
2008,Sokolac,121,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,2458,0,12,4,7,,
2008,Sokolac,121,Srpska Demokratska Stranka,2432,0,11,1,7,,
2008,Sokolac,121,Partija Demokratskog Progresa,860,0,11,4,3,,
2008,Sokolac,121,Srpska Radikalna Stranka Dr. Vojislav Seselj,377,1,1,0,1,,
2008,Sokolac,121,Srpska Radikalna Stranka Republike Srpske,323,0,1,1,1,,
2008,Sokolac,121,Socijalisticka Partija,237,0,1,0,1,,
2008,Sokolac,121,Savez SDA-S BiH,11,16,43,0,0,,
2008,Sokolac,121,Demokratski Narodni Savez,40,0,1,0,0,,
2008,Sokolac,121,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,22,,,,1,y,y
2008,Sokolac,121,Socijalisticka Partija,13,,,,0,y,n
2008,Sokolac,121,Narodna Stranka Radom za Boljitak,7,,,,0,y,n
2008,Han Pijesak,123,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,993,0,16,0,8,,
2008,Han Pijesak,123,Srpska Demokratska Stranka,843,0,31,2,7,,
2008,Han Pijesak,123,Srpska Radikalna Stranka Dr. Vojislav Seselj,195,0,2,0,1,,
2008,Han Pijesak,123,Partija Demokratskog Progresa,112,0,2,0,1,,
2008,Han Pijesak,123,Partija Socijalne Pravde,35,0,0,0,0,,
2008,Han Pijesak,123,Bosansko Hercegovacka Podrinjska Narodna Stranka,5,5,12,0,0,,
2008,Tomislavgrad,124,Hrvatska Demokratska Zajednica BiH,2354,3,12,3,8,,
2008,Tomislavgrad,124,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,1455,2,27,5,5,,
2008,Tomislavgrad,124,Hrvatska Demokratska Zajednica 1990,1098,0,1,1,4,,
2008,Tomislavgrad,124,HSS - NHI,743,1,3,0,2,,
2008,Tomislavgrad,124,Stranka Demokratske Akcije,502,35,19,2,2,,
2008,Tomislavgrad,124,Hrvatsko Zajednistov Herceg-Bosne,472,1,1,0,2,,
2008,Tomislavgrad,124,Stranka za Bosnu i Hercegovinu,315,20,18,0,1,,
2008,Tomislavgrad,124,Socijaldemokratska Partija Bosne i Hercegovine,250,5,1,0,1,,
2008,Tomislavgrad,124,Narodna Stranka Radom za Boljitak,180,0,1,0,0,,
2008,Tomislavgrad,124,Hrvatska Narodna Zajednica,97,0,0,0,0,,
2008,Tomislavgrad,124,Hrvatska Krscanska Demokratska Unija BiH,77,0,0,0,0,,
2008,Prozor / Prozor-Rama,125,Hrvatska Demokratska Zajednica 1990,2448,0,7,8,8,,
2008,Prozor / Prozor-Rama,125,Hrvatska Demokratska Zajednica BiH,1751,3,6,10,6,,
2008,Prozor / Prozor-Rama,125,Stranka Demokratske Akcije,922,19,18,1,3,,
2008,Prozor / Prozor-Rama,125,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,436,1,5,2,2,,
2008,Prozor / Prozor-Rama,125,Bosansko Hercegovacka Podrinjska Narodna Stranka,328,15,6,0,1,,
2008,Prozor / Prozor-Rama,125,Stranka za Bosnu i Hercegovinu,221,8,0,0,1,,
2008,Prozor / Prozor-Rama,125,Socjaldemokratska Partija Bosne i Hercegovine,165,8,3,0,0,,
2008,Prozor / Prozor-Rama,125,HSS - NHI,109,0,0,0,0,,
2008,Prozor / Prozor-Rama,125,Hrvatska Krscanska Demokratska Unija BiH,16,0,0,0,0,,
2008,Prozor / Prozor-Rama,125,Demokratska Narodna Zajednica BiH,2,0,0,0,0,,
2008,Jablanica,126,Stranka Demokratske Akcije,1499,4,13,1,5,,
2008,Jablanica,126,Socijaldemokratska Unija Bosne i Hercegovine,1105,4,11,2,4,,
2008,Jablanica,126,Stranka za Bosnu i Hercegovinu,864,4,5,0,3,,
2008,Jablanica,126,"SDU-LDS, Socijaldemorkatska Unija-Liberalno Demokratska Stranka",339,0,7,0,1,,
2008,Jablanica,126,Hrvatska Demokratska Zajednica BiH,223,1,9,0,1,,
2008,Jablanica,126,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,181,0,0,2,1,,
2008,Jablanica,126,Idriz Cilic,182,0,0,0,1,,
2008,Jablanica,126,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,169,0,0,0,1,,
2008,Jablanica,126,Safet Kukolj,150,0,4,0,1,,
2008,Jablanica,126,Narodna Stranka Radom za Boljitak,136,0,1,0,0,,
2008,Jablanica,126,BOSS - Bosanska Stranka - Mirnes Ajanovic,91,0,0,0,0,,
2008,Jablanica,126,Hrvatska Demokratska Zajednica 1990,45,0,1,0,0,,
2008,Jablanica,126,Nasa Stranka,12,2,0,0,0,,
2008,Jablanica,126,Demokratska Stranka Invalida Tuzla,14,0,0,0,0,,
2008,Jablanica,126,Mesarevic Rukija,14,,,,1,y,y
2008,Jablanica,126,Gradanska Demokratska Stranka BiH,2,,,,0,y,n
2008,Konjic,127,Stranka Demokratske Akcije,5384,43,10,3,13,,
2008,Konjic,127,Socijaldemokratska Partija Bosne i Hercegovine,2164,11,8,0,5,,
2008,Konjic,127,Stranka za Bosnu i Hercegovinu,1546,18,1,1,4,,
2008,Konjic,127,"SDU-LDS, Socijaldemorkatska Unija-Liberalno Demokratska Stranka",848,1,1,0,2,,
2008,Konjic,127,Narodna Stranka Radom za Boljitak,559,1,1,0,1,,
2008,Konjic,127,Stranka Pravde i Razvoja Bosne i Hercegovine,530,8,0,2,1,,
2008,Konjic,127,Hrvatska Demokratska Zajednica BiH,460,8,1,0,1,,
2008,Konjic,127,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,356,0,0,0,0,,
2008,Konjic,127,Nasa Stranka,89,0,0,0,0,,
2008,Konjic,127,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,60,0,8,0,0,,
2008,Konjic,127,Hrvatska Demokratska Zajednica 1990,49,1,0,0,0,,
2008,Konjic,127,Demokratska Stranka Invalida Tuzla,27,0,0,0,0,,
2008,Kresevo,129,Hrvatska Demokratska Zajednica BiH,1496,4,27,0,10,,
2008,Kresevo,129,Hrvatska Koalicija HDZ 1990 HSS - NHI,377,1,4,1,2,,
2008,Kresevo,129,Stranka Demokratske Akcije,260,0,6,0,2,,
2008,Kresevo,129,Socjaldemokratska Partija Bosne i Hercegovine,161,0,2,0,1,,
2008,Kresevo,129,Stranka za Bosnu i Hercegovinu,65,0,2,0,0,,
2008,Kresevo,129,Narodna Stranka Radom za Boljitak,48,0,0,0,0,,
2008,Hadzici,130,Stranka Demokratske Akcije,4241,14,73,0,12,,
2008,Hadzici,130,Stranka za Bosnu i Hercegovinu,1861,23,21,0,5,,
2008,Hadzici,130,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,743,0,2,0,2,,
2008,Hadzici,130,Gradanska Demokratska Stranka BiH,510,1,5,0,1,,
2008,Hadzici,130,Socijaldemokratska Unija Bosne i Hercegovine,360,2,3,1,1,,
2008,Hadzici,130,Narodna Stranka Radom za Boljitak,278,0,1,0,0,,
2008,Hadzici,130,BOSS - Bosanska Stranka - Mirnes Ajanovic,172,0,3,0,0,,
2008,Hadzici,130,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,156,0,9,0,0,,
2008,Hadzici,130,Nasa Stranka,154,0,0,0,0,,
2008,Hadzici,130,Bosansko Hercegovacka Podrinjska Narodna Stranka,91,0,0,0,0,,
